Date,Sales,Price,Quantity,Store,Region,Discount
22-02-2025,575,49,54,Myntra,North,20%
23-02-2025,1504,9,11,Ajio,East,20%
23-02-2025,2003,27,39,Ajio,North,10%
23-02-2025,1783,82,36,Ajio,North,20%
23-02-2025,790,12,16,Ajio,North,20%
23-02-2025,2069,112,35,Ajio,South,5%
23-02-2025,651,12,37,Ajio,West,15%
23-02-2025,2126,107,46,Ajio,West,10%
23-02-2025,2319,104,34,Ajio,West,20%
23-02-2025,1136,52,29,Amazon,East,20%
23-02-2025,452,90,44,Amazon,North,5%
23-02-2025,1167,117,19,Amazon,South,10%
23-02-2025,2278,100,51,Amazon,South,15%
23-02-2025,2131,111,41,Amazon,South,10%
23-02-2025,1031,93,25,Amazon,West,10%
23-02-2025,1980,90,40,Flipkart,North,10%
23-02-2025,1518,22,18,Flipkart,North,20%
23-02-2025,2119,33,23,Flipkart,South,20%
23-02-2025,1577,96,20,Flipkart,South,10%
23-02-2025,1715,86,38,Myntra,North,15%
23-02-2025,439,18,40,Myntra,North,15%
23-02-2025,1068,87,22,Myntra,South,15%
23-02-2025,1088,112,46,Myntra,West,5%
23-02-2025,842,66,32,Myntra,West,10%
24-02-2025,646,113,55,Ajio,East,15%
24-02-2025,1395,85,47,Amazon,East,15%
24-02-2025,2140,102,22,Amazon,East,5%
24-02-2025,2142,36,32,Amazon,East,10%
24-02-2025,1184,108,13,Amazon,North,5%
24-02-2025,1326,43,13,Amazon,North,10%
24-02-2025,1287,59,47,Amazon,North,5%
24-02-2025,1932,25,55,Amazon,North,5%
24-02-2025,1746,109,46,Amazon,South,15%
24-02-2025,2242,64,41,Amazon,South,10%
24-02-2025,500,96,27,Amazon,South,20%
24-02-2025,1683,71,10,Amazon,West,5%
24-02-2025,786,47,22,Amazon,West,15%
24-02-2025,1466,100,46,Amazon,West,15%
24-02-2025,1602,85,46,Amazon,West,5%
24-02-2025,934,64,19,Flipkart,East,5%
24-02-2025,2209,72,38,Flipkart,East,10%
24-02-2025,719,90,40,Flipkart,East,10%
24-02-2025,1517,114,38,Flipkart,East,20%
24-02-2025,1855,91,35,Flipkart,East,5%
24-02-2025,686,12,44,Flipkart,North,20%
24-02-2025,1165,107,52,Flipkart,South,5%
24-02-2025,1236,101,15,Flipkart,South,5%
24-02-2025,1264,47,26,Flipkart,West,15%
24-02-2025,2205,65,52,Flipkart,West,10%
24-02-2025,982,8,15,Myntra,East,15%
24-02-2025,1283,28,53,Myntra,East,20%
24-02-2025,2350,71,24,Myntra,North,5%
24-02-2025,1442,83,45,Myntra,South,10%
24-02-2025,914,64,20,Myntra,West,10%
25-02-2025,2358,111,18,Ajio,East,20%
25-02-2025,1606,100,19,Ajio,North,5%
25-02-2025,1035,102,13,Ajio,West,15%
25-02-2025,2334,110,31,Ajio,West,10%
25-02-2025,2029,21,21,Amazon,East,20%
25-02-2025,2172,76,25,Amazon,East,15%
25-02-2025,1692,113,9,Amazon,North,20%
25-02-2025,1807,61,23,Amazon,North,15%
25-02-2025,1897,25,49,Amazon,South,15%
25-02-2025,747,75,54,Amazon,West,10%
25-02-2025,533,11,37,Flipkart,East,5%
25-02-2025,781,66,47,Myntra,South,5%
26-02-2025,2262,54,19,Ajio,East,20%
26-02-2025,974,38,48,Ajio,North,10%
26-02-2025,2001,75,24,Ajio,South,10%
26-02-2025,1071,107,18,Amazon,East,5%
26-02-2025,1138,19,25,Amazon,North,20%
26-02-2025,913,109,48,Amazon,North,10%
26-02-2025,595,111,30,Amazon,West,20%
26-02-2025,1059,43,26,Flipkart,South,15%
26-02-2025,2271,87,56,Flipkart,West,20%
26-02-2025,762,53,33,Myntra,East,15%
26-02-2025,1761,88,37,Myntra,North,5%
27-02-2025,2286,62,24,Ajio,East,15%
27-02-2025,2266,83,20,Ajio,East,5%
27-02-2025,1776,93,53,Ajio,East,15%
27-02-2025,1776,53,45,Ajio,East,10%
27-02-2025,2256,30,32,Ajio,North,5%
27-02-2025,1186,41,52,Ajio,North,5%
27-02-2025,1977,105,53,Ajio,South,20%
27-02-2025,2331,45,22,Ajio,South,5%
27-02-2025,1637,90,25,Ajio,South,15%
27-02-2025,1443,115,52,Ajio,West,20%
27-02-2025,527,96,45,Amazon,East,5%
27-02-2025,1764,35,48,Amazon,North,10%
27-02-2025,1005,81,52,Amazon,North,10%
27-02-2025,2337,95,43,Amazon,North,20%
27-02-2025,1433,95,25,Amazon,North,5%
27-02-2025,820,22,10,Amazon,North,5%
27-02-2025,1995,52,39,Amazon,South,5%
27-02-2025,478,35,8,Flipkart,East,5%
27-02-2025,1762,111,53,Flipkart,North,20%
27-02-2025,1801,73,51,Flipkart,North,15%
27-02-2025,569,116,27,Flipkart,West,10%
27-02-2025,1931,70,34,Flipkart,West,15%
27-02-2025,1863,92,55,Flipkart,West,15%
27-02-2025,1380,108,50,Flipkart,West,15%
27-02-2025,1735,96,38,Flipkart,West,10%
27-02-2025,1919,44,57,Myntra,East,15%
27-02-2025,838,14,43,Myntra,East,20%
27-02-2025,1076,28,8,Myntra,South,15%
27-02-2025,1696,20,53,Myntra,South,20%
27-02-2025,849,17,42,Myntra,South,15%
27-02-2025,728,94,40,Myntra,South,10%
28-02-2025,1193,14,55,Ajio,East,15%
28-02-2025,959,90,22,Ajio,North,10%
28-02-2025,468,71,37,Ajio,South,15%
28-02-2025,2166,103,24,Ajio,West,15%
28-02-2025,2361,112,52,Ajio,West,20%
28-02-2025,598,26,9,Amazon,East,5%
28-02-2025,1715,100,36,Amazon,South,15%
28-02-2025,1428,56,50,Amazon,West,10%
28-02-2025,979,40,28,Amazon,West,10%
28-02-2025,1431,9,32,Amazon,West,10%
28-02-2025,1146,17,20,Flipkart,North,10%
28-02-2025,661,14,29,Flipkart,North,15%
28-02-2025,1472,69,57,Flipkart,South,5%
28-02-2025,658,61,22,Flipkart,West,15%
28-02-2025,981,93,19,Flipkart,West,10%
28-02-2025,998,99,16,Myntra,East,10%
28-02-2025,610,98,57,Myntra,East,10%
28-02-2025,1849,29,52,Myntra,East,10%
28-02-2025,2235,53,13,Myntra,North,5%
28-02-2025,2138,114,12,Myntra,North,20%
28-02-2025,1469,18,23,Myntra,North,10%
28-02-2025,644,98,41,Myntra,South,15%
28-02-2025,2260,59,24,Myntra,West,15%
28-02-2025,1797,71,15,Myntra,West,20%
01-03-2025,2039,34,11,Ajio,East,20%
01-03-2025,1831,51,50,Ajio,East,5%
01-03-2025,2200,10,21,Ajio,South,5%
01-03-2025,1606,81,32,Ajio,West,20%
01-03-2025,2370,36,18,Ajio,West,15%
01-03-2025,1482,72,52,Amazon,East,5%
01-03-2025,1735,90,50,Amazon,North,10%
01-03-2025,1623,47,23,Amazon,South,20%
01-03-2025,1845,31,24,Amazon,West,10%
01-03-2025,892,93,43,Amazon,West,5%
01-03-2025,1932,58,12,Flipkart,North,20%
01-03-2025,960,60,36,Flipkart,South,10%
01-03-2025,780,103,29,Myntra,East,15%
01-03-2025,1957,27,38,Myntra,East,10%
01-03-2025,1894,88,34,Myntra,South,10%
01-03-2025,1900,103,15,Myntra,West,5%
02-03-2025,722,17,13,Ajio,South,15%
02-03-2025,685,59,39,Ajio,West,10%
02-03-2025,1610,22,22,Ajio,West,15%
02-03-2025,752,33,43,Amazon,East,15%
02-03-2025,2313,30,53,Amazon,North,5%
02-03-2025,950,18,23,Amazon,North,20%
02-03-2025,433,65,19,Amazon,South,15%
02-03-2025,1444,44,19,Amazon,South,5%
02-03-2025,553,57,10,Amazon,West,15%
02-03-2025,1936,47,47,Amazon,West,20%
02-03-2025,2220,94,26,Flipkart,East,5%
02-03-2025,537,113,30,Flipkart,North,20%
02-03-2025,1795,72,13,Flipkart,South,15%
02-03-2025,1730,113,54,Flipkart,South,15%
02-03-2025,1654,52,28,Flipkart,South,15%
02-03-2025,2051,78,23,Flipkart,South,15%
02-03-2025,886,28,31,Flipkart,West,20%
02-03-2025,1287,67,28,Flipkart,West,15%
02-03-2025,1361,15,19,Myntra,East,10%
02-03-2025,968,64,9,Myntra,North,10%
03-03-2025,1776,43,54,Ajio,East,15%
03-03-2025,2317,43,18,Ajio,East,15%
03-03-2025,547,96,52,Ajio,South,10%
03-03-2025,1059,67,18,Ajio,West,5%
03-03-2025,544,92,49,Amazon,East,20%
03-03-2025,1798,40,15,Amazon,East,10%
03-03-2025,561,53,44,Amazon,South,15%
03-03-2025,930,53,11,Amazon,West,15%
03-03-2025,1428,13,35,Flipkart,East,20%
03-03-2025,1702,78,57,Flipkart,North,10%
03-03-2025,1427,97,33,Flipkart,North,15%
03-03-2025,1646,33,25,Flipkart,South,15%
03-03-2025,1034,52,18,Flipkart,South,10%
03-03-2025,734,63,46,Flipkart,South,5%
03-03-2025,1584,95,10,Flipkart,West,10%
03-03-2025,1971,82,33,Flipkart,West,10%
03-03-2025,802,25,32,Myntra,East,10%
03-03-2025,2359,53,21,Myntra,East,15%
03-03-2025,1548,46,44,Myntra,North,10%
03-03-2025,1425,114,25,Myntra,North,10%
03-03-2025,2170,28,45,Myntra,South,10%
03-03-2025,944,50,32,Myntra,South,5%
03-03-2025,611,37,49,Myntra,South,5%
04-03-2025,1272,69,28,Ajio,East,15%
04-03-2025,898,43,8,Ajio,South,10%
04-03-2025,1870,50,30,Ajio,South,10%
04-03-2025,1102,33,44,Ajio,West,5%
04-03-2025,1163,71,44,Ajio,West,10%
04-03-2025,1999,94,55,Amazon,East,10%
04-03-2025,1868,116,40,Amazon,East,5%
04-03-2025,1081,67,38,Amazon,South,10%
04-03-2025,2208,59,43,Amazon,South,10%
04-03-2025,1229,26,26,Amazon,West,10%
04-03-2025,1719,51,21,Flipkart,North,20%
04-03-2025,709,57,47,Flipkart,South,20%
04-03-2025,599,39,34,Flipkart,South,20%
04-03-2025,1187,23,17,Flipkart,South,5%
04-03-2025,949,77,28,Flipkart,West,5%
04-03-2025,1152,117,12,Myntra,East,10%
04-03-2025,2140,111,56,Myntra,South,20%
04-03-2025,2003,17,29,Myntra,West,5%
05-03-2025,1702,77,29,Ajio,North,20%
05-03-2025,748,91,40,Ajio,North,10%
05-03-2025,1530,105,18,Ajio,South,5%
05-03-2025,1993,50,16,Ajio,South,5%
05-03-2025,1540,73,22,Ajio,West,15%
05-03-2025,1464,79,41,Amazon,East,20%
05-03-2025,1614,30,39,Amazon,South,5%
05-03-2025,645,18,39,Amazon,South,20%
05-03-2025,1948,11,30,Flipkart,East,5%
05-03-2025,722,83,29,Flipkart,North,20%
05-03-2025,1254,11,8,Myntra,East,20%
05-03-2025,2203,59,8,Myntra,North,20%
05-03-2025,857,58,36,Myntra,North,20%
05-03-2025,1669,53,51,Myntra,South,5%
05-03-2025,661,84,36,Myntra,South,5%
06-03-2025,742,30,54,Ajio,East,10%
06-03-2025,1315,18,51,Ajio,South,15%
06-03-2025,705,8,26,Ajio,South,20%
06-03-2025,1660,59,38,Ajio,South,5%
06-03-2025,1208,23,22,Ajio,South,5%
06-03-2025,1535,31,55,Ajio,South,10%
06-03-2025,1456,102,51,Ajio,West,15%
06-03-2025,802,33,38,Ajio,West,10%
06-03-2025,680,89,52,Ajio,West,5%
06-03-2025,2096,45,35,Amazon,East,5%
06-03-2025,936,20,43,Amazon,North,10%
06-03-2025,1667,15,55,Amazon,West,20%
06-03-2025,2296,78,16,Flipkart,South,20%
06-03-2025,2081,56,29,Flipkart,South,5%
06-03-2025,1911,65,37,Flipkart,West,20%
06-03-2025,772,47,25,Flipkart,West,10%
06-03-2025,2014,57,54,Flipkart,West,5%
06-03-2025,1856,47,17,Myntra,East,15%
06-03-2025,1863,12,37,Myntra,East,10%
06-03-2025,771,28,50,Myntra,South,15%
06-03-2025,661,98,16,Myntra,South,15%
07-03-2025,490,58,46,Ajio,East,20%
07-03-2025,1046,60,15,Ajio,North,15%
07-03-2025,2217,93,20,Ajio,South,15%
07-03-2025,2101,77,51,Ajio,South,20%
07-03-2025,895,102,18,Ajio,West,10%
07-03-2025,740,46,48,Ajio,West,20%
07-03-2025,627,115,55,Amazon,East,10%
07-03-2025,2230,75,27,Amazon,East,10%
07-03-2025,725,9,22,Amazon,East,20%
07-03-2025,1357,107,57,Amazon,North,10%
07-03-2025,1410,54,26,Amazon,South,10%
07-03-2025,736,58,43,Flipkart,North,5%
07-03-2025,523,19,37,Flipkart,North,10%
07-03-2025,1221,40,10,Flipkart,South,5%
07-03-2025,2266,39,54,Flipkart,West,5%
07-03-2025,1827,116,45,Myntra,North,20%
07-03-2025,1161,80,30,Myntra,South,5%
07-03-2025,2031,46,25,Myntra,South,5%
07-03-2025,1327,14,26,Myntra,South,15%
08-03-2025,806,58,15,Ajio,East,20%
08-03-2025,2344,12,49,Ajio,East,10%
08-03-2025,1690,48,42,Ajio,East,10%
08-03-2025,2114,80,21,Ajio,East,15%
08-03-2025,1429,51,10,Ajio,North,10%
08-03-2025,1367,48,42,Ajio,South,15%
08-03-2025,490,52,11,Ajio,West,10%
08-03-2025,829,76,49,Ajio,West,15%
08-03-2025,2193,50,22,Amazon,East,15%
08-03-2025,719,83,43,Amazon,East,15%
08-03-2025,1243,66,43,Amazon,East,5%
08-03-2025,1274,90,29,Amazon,South,15%
08-03-2025,1485,101,17,Amazon,South,20%
08-03-2025,1912,110,19,Amazon,West,15%
08-03-2025,1555,27,17,Flipkart,North,10%
08-03-2025,1894,107,42,Myntra,East,5%
08-03-2025,1821,93,26,Myntra,East,10%
08-03-2025,1916,61,32,Myntra,East,20%
08-03-2025,1630,62,50,Myntra,North,5%
09-03-2025,1109,41,35,Ajio,North,15%
09-03-2025,1768,81,34,Ajio,West,10%
09-03-2025,2122,33,48,Ajio,West,15%
09-03-2025,1505,23,23,Amazon,East,20%
09-03-2025,1884,97,53,Amazon,East,15%
09-03-2025,569,117,20,Amazon,East,5%
09-03-2025,1946,117,20,Amazon,North,5%
09-03-2025,1628,83,24,Amazon,North,15%
09-03-2025,1403,15,9,Amazon,South,10%
09-03-2025,1508,44,48,Amazon,South,10%
09-03-2025,2317,93,22,Flipkart,East,15%
09-03-2025,1446,92,14,Flipkart,East,10%
09-03-2025,429,105,30,Flipkart,North,15%
09-03-2025,2186,113,23,Flipkart,North,5%
09-03-2025,890,99,50,Flipkart,West,20%
09-03-2025,1979,25,33,Flipkart,West,5%
09-03-2025,1330,37,8,Flipkart,West,5%
09-03-2025,1546,23,10,Myntra,East,10%
09-03-2025,1385,33,47,Myntra,East,10%
09-03-2025,1229,105,55,Myntra,North,20%
09-03-2025,1931,41,8,Myntra,North,20%
09-03-2025,1422,102,35,Myntra,West,15%
09-03-2025,777,11,25,Myntra,West,20%
09-03-2025,650,82,48,Myntra,West,10%
10-03-2025,2141,71,50,Ajio,East,5%
10-03-2025,1520,37,16,Ajio,South,5%
10-03-2025,1885,11,29,Ajio,West,15%
10-03-2025,452,19,42,Amazon,East,10%
10-03-2025,2072,116,57,Amazon,East,5%
10-03-2025,1766,30,32,Amazon,North,20%
10-03-2025,950,60,44,Amazon,West,5%
10-03-2025,1581,85,53,Amazon,West,20%
10-03-2025,2137,46,20,Flipkart,East,10%
10-03-2025,1733,116,18,Flipkart,East,20%
10-03-2025,2099,18,17,Flipkart,North,10%
10-03-2025,1192,9,41,Flipkart,North,15%
10-03-2025,1681,47,21,Flipkart,North,20%
10-03-2025,1788,71,44,Flipkart,South,15%
10-03-2025,1253,12,34,Flipkart,South,5%
10-03-2025,529,111,51,Flipkart,South,15%
10-03-2025,2282,36,52,Myntra,East,10%
10-03-2025,1462,69,45,Myntra,South,20%
10-03-2025,1335,56,14,Myntra,West,15%
11-03-2025,1984,35,31,Ajio,East,10%
11-03-2025,785,99,46,Ajio,West,15%
11-03-2025,802,94,19,Amazon,South,5%
11-03-2025,923,34,54,Amazon,South,5%
11-03-2025,1669,103,28,Flipkart,East,15%
11-03-2025,1063,31,10,Flipkart,East,15%
11-03-2025,2248,70,39,Flipkart,South,10%
11-03-2025,1037,50,11,Flipkart,South,5%
11-03-2025,462,78,51,Flipkart,South,20%
11-03-2025,1543,83,21,Flipkart,West,10%
11-03-2025,2212,74,50,Myntra,East,5%
11-03-2025,2319,95,47,Myntra,North,10%
11-03-2025,2363,102,42,Myntra,North,5%
11-03-2025,620,92,39,Myntra,North,15%
11-03-2025,2064,111,28,Myntra,West,5%
12-03-2025,904,111,32,Ajio,South,10%
12-03-2025,1408,54,36,Ajio,South,20%
12-03-2025,2007,112,15,Amazon,East,5%
12-03-2025,2371,96,27,Amazon,North,20%
12-03-2025,2146,93,45,Amazon,North,20%
12-03-2025,1781,83,15,Amazon,North,20%
12-03-2025,1356,99,14,Amazon,South,15%
12-03-2025,419,45,46,Flipkart,North,15%
12-03-2025,1529,105,37,Flipkart,South,10%
12-03-2025,571,109,20,Flipkart,South,5%
12-03-2025,2260,55,14,Flipkart,South,20%
12-03-2025,2310,84,40,Flipkart,South,10%
12-03-2025,1709,86,16,Flipkart,West,5%
12-03-2025,779,65,41,Myntra,East,10%
12-03-2025,1137,71,48,Myntra,East,15%
12-03-2025,660,45,31,Myntra,East,10%
12-03-2025,2033,34,42,Myntra,North,20%
12-03-2025,1030,90,13,Myntra,South,5%
12-03-2025,1397,27,36,Myntra,South,10%
12-03-2025,498,64,36,Myntra,West,5%
13-03-2025,1806,72,45,Ajio,South,20%
13-03-2025,997,99,11,Ajio,West,15%
13-03-2025,1483,97,12,Amazon,East,20%
13-03-2025,732,28,29,Amazon,East,20%
13-03-2025,1036,51,36,Amazon,North,20%
13-03-2025,2106,69,19,Amazon,West,20%
13-03-2025,685,38,9,Flipkart,East,15%
13-03-2025,1086,15,50,Flipkart,North,10%
13-03-2025,1593,86,8,Flipkart,South,10%
13-03-2025,1237,102,41,Myntra,East,10%
13-03-2025,1253,37,46,Myntra,East,10%
13-03-2025,640,96,8,Myntra,East,20%
13-03-2025,1702,70,54,Myntra,North,5%
13-03-2025,789,75,12,Myntra,North,10%
13-03-2025,1494,83,48,Myntra,North,15%
13-03-2025,733,10,26,Myntra,West,20%
13-03-2025,1842,97,11,Myntra,West,5%
14-03-2025,2073,37,51,Ajio,East,5%
14-03-2025,723,78,9,Ajio,East,20%
14-03-2025,1230,92,35,Ajio,East,20%
14-03-2025,2157,12,57,Ajio,East,5%
14-03-2025,1978,27,45,Ajio,East,10%
14-03-2025,1888,83,21,Ajio,South,10%
14-03-2025,1100,42,25,Ajio,South,5%
14-03-2025,1767,92,53,Ajio,South,15%
14-03-2025,2118,11,26,Ajio,West,15%
14-03-2025,1554,58,56,Ajio,West,20%
14-03-2025,442,95,36,Amazon,East,5%
14-03-2025,834,109,42,Amazon,North,10%
14-03-2025,470,109,53,Amazon,North,20%
14-03-2025,1128,47,24,Amazon,South,15%
14-03-2025,1262,46,40,Amazon,South,20%
14-03-2025,517,101,12,Amazon,South,15%
14-03-2025,1063,104,13,Amazon,West,20%
14-03-2025,814,56,31,Flipkart,East,5%
14-03-2025,2010,9,8,Flipkart,East,5%
14-03-2025,975,25,37,Flipkart,East,5%
14-03-2025,1840,66,38,Flipkart,East,20%
14-03-2025,1661,61,33,Flipkart,East,20%
14-03-2025,1140,50,42,Flipkart,North,5%
14-03-2025,1123,22,55,Flipkart,South,15%
14-03-2025,1453,56,36,Myntra,East,10%
14-03-2025,1622,68,20,Myntra,East,20%
14-03-2025,1636,93,38,Myntra,North,15%
14-03-2025,1227,59,16,Myntra,South,10%
14-03-2025,1344,39,24,Myntra,West,10%
15-03-2025,1119,12,43,Ajio,North,20%
15-03-2025,878,101,51,Ajio,South,20%
15-03-2025,2126,113,30,Ajio,South,5%
15-03-2025,1387,93,53,Ajio,West,5%
15-03-2025,2002,74,19,Amazon,East,15%
15-03-2025,446,102,21,Amazon,East,20%
15-03-2025,1610,88,12,Amazon,North,15%
15-03-2025,2231,20,53,Amazon,North,15%
15-03-2025,1178,103,54,Amazon,South,5%
15-03-2025,2143,50,24,Amazon,West,5%
15-03-2025,1987,108,35,Flipkart,East,10%
15-03-2025,1666,59,36,Flipkart,South,15%
15-03-2025,2054,104,45,Flipkart,South,20%
15-03-2025,1767,113,50,Flipkart,South,5%
15-03-2025,2076,67,8,Flipkart,West,10%
15-03-2025,1716,68,20,Myntra,East,5%
15-03-2025,1062,53,8,Myntra,North,15%
15-03-2025,2122,22,45,Myntra,South,15%
15-03-2025,1300,8,45,Myntra,South,15%
15-03-2025,581,29,33,Myntra,West,5%
16-03-2025,432,58,43,Ajio,East,10%
16-03-2025,1709,10,57,Ajio,North,20%
16-03-2025,1084,32,21,Ajio,North,10%
16-03-2025,2241,40,33,Ajio,South,5%
16-03-2025,710,32,28,Ajio,West,5%
16-03-2025,616,77,41,Ajio,West,15%
16-03-2025,1917,18,46,Amazon,East,20%
16-03-2025,1362,42,50,Amazon,South,15%
16-03-2025,1400,26,27,Amazon,South,20%
16-03-2025,1479,62,16,Flipkart,East,15%
16-03-2025,672,79,41,Flipkart,East,15%
16-03-2025,766,74,9,Flipkart,West,20%
16-03-2025,744,85,16,Myntra,East,5%
16-03-2025,1770,116,41,Myntra,East,10%
16-03-2025,989,101,18,Myntra,East,20%
16-03-2025,1815,94,55,Myntra,North,5%
17-03-2025,445,62,27,Ajio,East,10%
17-03-2025,1528,105,24,Ajio,North,20%
17-03-2025,569,23,44,Ajio,South,15%
17-03-2025,886,87,10,Ajio,South,5%
17-03-2025,1064,17,55,Ajio,South,10%
17-03-2025,680,78,35,Ajio,West,20%
17-03-2025,1306,90,32,Amazon,East,5%
17-03-2025,1603,68,47,Amazon,East,15%
17-03-2025,1747,93,54,Amazon,East,10%
17-03-2025,744,39,18,Amazon,East,5%
17-03-2025,2268,67,38,Amazon,East,15%
17-03-2025,786,10,26,Amazon,North,5%
17-03-2025,1202,34,25,Amazon,West,15%
17-03-2025,969,102,19,Flipkart,East,15%
17-03-2025,1590,115,32,Flipkart,South,20%
17-03-2025,2319,54,52,Myntra,East,15%
17-03-2025,592,63,10,Myntra,South,5%
17-03-2025,1198,60,11,Myntra,West,5%
18-03-2025,1934,80,42,Ajio,East,10%
18-03-2025,919,53,10,Ajio,North,15%
18-03-2025,2087,28,28,Ajio,North,15%
18-03-2025,995,116,24,Ajio,South,15%
18-03-2025,946,69,14,Ajio,South,20%
18-03-2025,1267,84,34,Ajio,West,15%
18-03-2025,1989,74,23,Ajio,West,10%
18-03-2025,2368,96,15,Amazon,North,5%
18-03-2025,1276,98,47,Amazon,South,10%
18-03-2025,1527,19,21,Amazon,South,20%
18-03-2025,1902,61,12,Amazon,West,5%
18-03-2025,1917,60,14,Amazon,West,20%
18-03-2025,1676,75,42,Flipkart,East,20%
18-03-2025,1826,66,57,Flipkart,North,15%
18-03-2025,847,73,42,Flipkart,North,10%
18-03-2025,1148,16,33,Flipkart,South,15%
18-03-2025,2155,11,15,Flipkart,South,5%
18-03-2025,1435,16,31,Myntra,East,15%
18-03-2025,2265,39,16,Myntra,East,10%
18-03-2025,1526,38,43,Myntra,East,5%
18-03-2025,1549,56,18,Myntra,West,10%
19-03-2025,1516,64,32,Ajio,East,5%
19-03-2025,751,56,45,Ajio,East,5%
19-03-2025,1241,40,21,Ajio,South,5%
19-03-2025,873,81,15,Ajio,South,10%
19-03-2025,2025,112,30,Ajio,West,10%
19-03-2025,605,51,38,Ajio,West,15%
19-03-2025,1864,72,24,Amazon,East,5%
19-03-2025,795,113,45,Amazon,North,10%
19-03-2025,451,81,57,Amazon,South,20%
19-03-2025,1727,53,50,Flipkart,East,20%
19-03-2025,1611,40,40,Flipkart,East,15%
19-03-2025,582,97,15,Flipkart,East,20%
19-03-2025,1003,67,28,Flipkart,East,10%
19-03-2025,482,55,8,Flipkart,North,5%
19-03-2025,1514,49,45,Flipkart,South,15%
19-03-2025,2165,23,36,Flipkart,West,5%
19-03-2025,849,19,22,Myntra,East,20%
20-03-2025,2308,93,52,Ajio,East,5%
20-03-2025,1122,62,38,Ajio,North,5%
20-03-2025,1880,102,56,Ajio,South,10%
20-03-2025,1820,24,33,Ajio,South,20%
20-03-2025,1974,113,10,Amazon,East,15%
20-03-2025,1394,64,38,Amazon,East,5%
20-03-2025,716,78,26,Flipkart,North,15%
20-03-2025,879,9,36,Flipkart,South,10%
20-03-2025,1085,101,15,Flipkart,West,5%
20-03-2025,560,8,21,Myntra,North,20%
20-03-2025,2165,99,21,Myntra,South,15%
20-03-2025,1817,81,40,Myntra,South,15%
20-03-2025,1947,80,39,Myntra,West,5%
21-03-2025,1630,76,31,Ajio,North,5%
21-03-2025,1563,64,15,Ajio,North,20%
21-03-2025,1254,93,14,Ajio,South,10%
21-03-2025,911,99,28,Ajio,West,5%
21-03-2025,758,82,31,Ajio,West,20%
21-03-2025,1478,52,21,Amazon,East,15%
21-03-2025,2084,53,25,Amazon,North,20%
21-03-2025,1349,92,45,Amazon,South,15%
21-03-2025,630,50,44,Amazon,West,5%
21-03-2025,1929,66,32,Amazon,West,15%
21-03-2025,2062,44,34,Amazon,West,5%
21-03-2025,1891,90,36,Amazon,West,5%
21-03-2025,1751,17,30,Flipkart,East,10%
21-03-2025,549,44,28,Flipkart,North,20%
21-03-2025,2060,84,25,Flipkart,South,15%
21-03-2025,1886,10,44,Flipkart,South,15%
21-03-2025,1745,65,25,Flipkart,West,15%
21-03-2025,2326,67,40,Flipkart,West,20%
21-03-2025,1477,31,43,Myntra,North,20%
21-03-2025,481,15,22,Myntra,West,20%
22-03-2025,670,74,52,Ajio,North,10%
22-03-2025,2054,33,20,Ajio,North,10%
22-03-2025,1172,25,39,Ajio,West,10%
22-03-2025,1857,48,36,Amazon,South,10%
22-03-2025,1907,99,28,Amazon,West,5%
22-03-2025,913,94,25,Amazon,West,15%
22-03-2025,689,27,24,Flipkart,East,5%
22-03-2025,1457,75,42,Flipkart,East,5%
22-03-2025,2103,68,41,Flipkart,North,5%
22-03-2025,2117,37,9,Flipkart,North,15%
22-03-2025,2312,62,57,Flipkart,West,15%
22-03-2025,1030,106,12,Flipkart,West,5%
22-03-2025,751,104,46,Myntra,North,20%
22-03-2025,1356,26,37,Myntra,West,5%
23-03-2025,436,58,57,Ajio,North,15%
23-03-2025,2038,9,19,Ajio,South,20%
23-03-2025,1922,27,38,Amazon,East,20%
23-03-2025,1395,46,52,Amazon,North,20%
23-03-2025,2056,60,27,Amazon,South,10%
23-03-2025,1844,59,39,Amazon,South,15%
23-03-2025,2334,88,24,Amazon,West,20%
23-03-2025,1385,86,49,Amazon,West,10%
23-03-2025,1004,108,29,Flipkart,North,5%
23-03-2025,2332,70,29,Flipkart,North,15%
23-03-2025,757,89,9,Flipkart,South,20%
23-03-2025,1169,64,56,Flipkart,West,20%
23-03-2025,863,23,23,Flipkart,West,10%
23-03-2025,1702,84,26,Flipkart,West,10%
23-03-2025,1271,109,17,Myntra,East,5%
23-03-2025,1221,61,19,Myntra,East,5%
23-03-2025,1845,93,42,Myntra,East,5%
23-03-2025,1662,101,46,Myntra,North,5%
23-03-2025,1548,14,42,Myntra,North,20%
23-03-2025,2205,60,36,Myntra,South,20%
23-03-2025,1675,15,33,Myntra,West,20%
23-03-2025,2077,91,41,Myntra,West,20%
23-03-2025,1247,45,29,Myntra,West,10%
24-03-2025,2132,31,41,Ajio,East,15%
24-03-2025,1350,106,20,Ajio,East,5%
24-03-2025,1397,70,42,Ajio,North,15%
24-03-2025,1036,51,42,Ajio,North,20%
24-03-2025,1084,77,52,Ajio,North,5%
24-03-2025,489,62,13,Ajio,North,15%
24-03-2025,732,12,48,Ajio,South,15%
24-03-2025,691,113,32,Amazon,East,15%
24-03-2025,1584,92,21,Amazon,North,15%
24-03-2025,1664,35,38,Amazon,North,10%
24-03-2025,2271,71,36,Amazon,North,10%
24-03-2025,1993,24,52,Amazon,West,5%
24-03-2025,1872,67,50,Amazon,West,5%
24-03-2025,718,13,23,Flipkart,East,10%
